frontalpole-rh,frontalpole-lh,rostralmiddlefrontal-rh,rostralmiddlefrontal-lh,parsorbitalis-rh,parsorbitalis-lh,medialorbitofrontal-rh,medialorbitofrontal-lh,rostralanteriorcingulate-rh,rostralanteriorcingulate-lh,parstriangularis-rh,parstriangularis-lh,lateralorbitofrontal-rh,lateralorbitofrontal-lh,superiorfrontal-rh,superiorfrontal-lh,caudalanteriorcingulate-rh,caudalanteriorcingulate-lh,parsopercularis-rh,parsopercularis-lh,caudalmiddlefrontal-rh,caudalmiddlefrontal-lh,temporalpole-rh,temporalpole-lh,insula-rh,insula-lh,entorhinal-rh,entorhinal-lh,precentral-rh,precentral-lh,posteriorcingulate-rh,posteriorcingulate-lh,superiortemporal-rh,superiortemporal-lh,postcentral-rh,postcentral-lh,transversetemporal-rh,transversetemporal-lh,paracentral-rh,paracentral-lh,middletemporal-rh,middletemporal-lh,parahippocampal-rh,parahippocampal-lh,inferiortemporal-rh,inferiortemporal-lh,supramarginal-rh,supramarginal-lh,fusiform-rh,fusiform-lh,bankssts-rh,bankssts-lh,isthmuscingulate-rh,isthmuscingulate-lh,precuneus-rh,precuneus-lh,superiorparietal-rh,superiorparietal-lh,inferiorparietal-rh,inferiorparietal-lh,lingual-rh,lingual-lh,cuneus-rh,cuneus-lh,pericalcarine-rh,pericalcarine-lh,lateraloccipital-rh,lateraloccipital-lh
0.0,0.00033483773515747065,0.010284574290593148,0.0035674448756829766,0.0015202261642761202,0.0016284611140564313,0.00022563598571211237,0.001528671578390699,0.0002653282996009254,0.00011045787181864664,0.0010154514102870666,0.0006813041918644669,0.00022212768107450083,0.00014371759814563607,0.010719665776525325,0.01306623120851006,0.0006489996742803812,6.302494605068122e-05,0.003170744743142117,0.0005426556037574963,0.0005666769644128731,0.005257557376702217,8.213273088322541e-05,0.00011473078261187283,4.8834676951200655e-05,9.789605208747774e-05,0.0003062493292827865,0.0013058308773117198,0.00028440880152127735,0.0004067257667435401,0.0005810258367806963,9.968131151039368e-05,0.0014307558833150276,0.0008609883680453024,0.0024439533346902226,0.0037333824244569452,0.00022453919334431167,0.0001488504654975863,2.204284636850604e-05,1.0501805087681375e-05,0.004218925246848512,0.0004148237590980526,1.822695154184447e-05,0.0001017281706979027,0.00016565620262003748,0.0002255343085550192,0.0007743548742966236,0.0010924457468849443,0.00047079611320371886,0.000247290931706914,0.00012694755237452785,0.0013792922001325983,6.382263398970152e-05,0.0005575369124114662,0.0006433781769058993,0.00022004329650696073,0.004852621077923554,0.00022839230678688757,0.002200037354488695,0.00045849907474783164,0.00037164031738034294,0.00023450085617519995,0.00024220766315947648,1.5696111855102014e-05,0.0021921565489166728,0.0005824922033220236,0.00029572513518929394,6.587645790099608e-05
0.0005532610370144054,0.0,0.01075588746917334,0.007224332790151666,0.002074515678934495,0.0015755985191781932,0.0002285051235464467,0.0009245994803221997,0.0003987786681316152,0.00013396136020405635,0.0014467996500989722,0.0009092631701449158,0.00019062837822812434,0.0002702145117687939,0.005606190953384664,0.008790603090865228,0.0005955552953569796,9.332807953535161e-05,0.001213334311351006,0.001550306857370618,0.0014135928485392059,0.004784092124633407,0.00014105420344393693,4.5774304012969766e-05,5.1515837841598655e-05,0.00014262466011331226,0.0006362477527440364,0.0017039384755979897,0.0002925004403511817,0.0009382336490678126,0.001038815127706269,0.00037946075788859165,0.0008361146188181921,0.0015054060515378,0.0032034059792482275,0.003995566767223942,0.0002283379494823031,0.0002792905575672784,3.642085193202885e-05,9.253885589672467e-05,0.0035385167220306534,0.0006865136915650716,3.494459335374098e-05,4.950784965775633e-05,0.00021698471400912394,0.0002903976990172064,0.0009369097516787402,0.002252112641799796,0.0006390130083430376,0.000375207508993525,0.00011807068595809574,0.0016688065620467153,0.00014280453121393936,0.0007904345078511171,0.000256500334199055,0.0002783751336339066,0.0037639698095317227,0.00015100712756039675,0.0039264635922122365,0.0004949058221138234,0.0004227260816048682,0.0005059215205940552,7.582228125451698e-05,8.170071282029169e-05,0.0017873117699596845,0.0006230274331778697,0.00017703882152541553,0.00016677450527065768
0.000554577072287281,0.00022500809420263233,0.0,0.009949733374562763,0.0018610781725603117,0.00031208830146637327,0.0003064880235161285,0.0016545747926562835,0.00027876231432312335,0.0001726896607401707,0.0012083127617918737,0.00038230690961077907,0.00021190047841100387,0.00014299352355933557,0.0037785593874254645,0.005087788914939003,0.00033352860235082106,4.743784525115015e-05,0.001772822297448796,0.0010926833458734884,0.0007433854340423912,0.0029439735073083016,0.00011654316748610924,8.290101655237945e-05,5.808781729999824e-05,0.0001578660483195799,0.0005546873599057701,0.0017990882329380626,0.0006313521707599395,0.0007262639131615354,0.0009524902998084068,0.00021893999766020477,0.0013880527573570912,0.0015541738615296049,0.002807614174920293,0.00284006569479452,0.00013523634791303148,0.0002678830885502932,3.2894613993864026e-05,2.5126650316030013e-05,0.003358378715929317,0.00030965880451276124,1.6935001325910962e-05,4.304473454122373e-05,0.000188008642444261,0.00019449975258654625,0.0009679619845361416,0.001465093944388882,0.0002309871391142079,0.0002571761196229222,0.00012241749427713728,0.0016589132165719177,4.094750028457983e-05,0.0006420321491496095,0.0006550832801983698,0.00037751118852735407,0.0038802617639086714,0.0001925941911538316,0.002079316925257784,0.0012250007530400996,0.0002680159997411839,0.0003027608251922744,0.0001366894699793137,4.406026271842155e-05,0.002726486976164232,0.00027595526966938365,0.0001406779671015731,0.0001328057722588312
0.0009679687792235755,0.000364362537877849,0.01017943285063517,0.0,0.001850038511708208,0.0008175760863895425,0.00032780505315586146,0.0014745147299153542,0.00036306401380352003,0.00022364714548806986,0.0019096893772018561,0.0002672360737425511,0.00022288986106890567,8.806921274826081e-05,0.00472020176839167,0.009475829705763989,0.0004378645145425817,3.103060818032853e-05,0.0018973434198786352,0.0011926047754874756,0.00028140563454569223,0.003938614929520215,0.00011612827363129576,0.00011201175467806557,0.00013828787413735973,0.00011481091138970999,0.0003213936789858584,0.0012720135392344115,0.0007417525914581856,0.0009311593690620825,0.0008931830166240154,0.00019822082652779573,0.0013585174117502646,0.001610092178268457,0.002012503602487484,0.0031667538123443723,0.00021823774469817813,0.0002448592985920966,3.661701480232919e-05,4.075976121025038e-05,0.004263340028945815,0.0006240374874421575,2.846597213820256e-06,4.110457967451682e-05,0.00020657315959109442,0.00021605443105552285,0.0010611399167933186,0.002088775859207047,0.00024563039489184247,0.00036854550528785465,0.00012649407572080931,0.0017791505661431623,0.00014320860062371575,0.0004989243965883964,0.0003564726533660922,0.0002692703251834478,0.0033604595455019137,0.0001911783097018841,0.004051994583471809,0.0009835174568347158,0.0003877314445513994,0.00020343739881514876,0.0001299119801566585,7.379436236287262e-05,0.0015076795029590636,0.0005528154517160931,0.00010557213215314864,0.00015967965452380319
0.0008092440175029364,0.00026555587332895473,0.00938959061171778,0.010450454487337543,0.0,0.001816640601582859,0.0003561484157507869,0.0007468357250199832,0.00027280461588990074,0.0001970434152081543,0.0007046676506102505,0.0013328386263039044,0.00027575315803636335,0.00014699079677610538,0.012714617641815331,0.007311857757732793,0.0003748183613517204,0.0003139472992066407,0.001063095079946302,0.0008383051202737887,0.0008765153729612818,0.0043063663987245515,0.00011459789758416773,5.23407500608509e-05,0.00011732070165018932,0.0002765870756954362,0.000520436223662241,0.0016836637619273129,0.0004034425892595612,0.0012668499141736847,0.0006847689377672077,0.00017277837873775438,0.0009035583557871072,0.002167943536259193,0.003510509227455778,0.0027282293702570993,0.00019229672349423488,0.00019761659639738608,2.1029109209780763e-05,3.4907184309555705e-05,0.004067974859822149,0.00023706409175147834,1.568077017813297e-05,4.684327282858053e-05,0.0001879024933941741,0.00015286639504697743,0.0011546658434473146,0.001711335858807944,0.0004923524717624099,0.00038501288889412715,0.00030875556100343524,0.0018326992472423884,0.00010049977016409256,0.0005815765473564242,0.0005917665848434427,0.00010087285549079522,0.004246322864673471,0.00012475900023435767,0.001407330010710438,0.0009430311985373213,0.00047256591325327036,0.00011094362283039635,8.026974699138287e-05,2.0178744340981083e-05,0.002062089889175597,0.0008463160085443866,0.00021064768681723552,5.626918008280777e-05
0.0005072957061857884,0.00020546060803698144,0.0108402945633263,0.00781063636558647,0.001995745041306839,0.0,0.00023549666748048364,0.0009765362331395274,0.0004184807342154136,7.860452789652067e-05,0.001154201081074512,0.0006877221297525582,0.00021832444793212219,0.00017639887789870176,0.004423000589525519,0.004898866371871248,0.00044430079570052284,9.9675701090722e-05,0.0026227029169545966,0.0017198906094695646,0.0004354587515847284,0.0030765158461882455,0.00010000102705246746,5.5629408439931574e-05,5.9848358462126715e-05,0.000141902519711502,0.00033434547540379933,0.0011564642139547192,0.00021352518729009736,0.0006506183325909697,0.0011227791884165037,0.000302123467629013,0.0016054581145212613,0.002242185367148502,0.002180596248670868,0.0033250151164151646,0.00011455115217341158,0.00016052533274327584,6.529718824547816e-05,2.2614000968550063e-05,0.0021452535014186676,0.0005135364852930166,2.2252226362609585e-05,4.7789337038141454e-05,0.0003351617630800995,0.00013505356245789674,0.0013030583979305448,0.0018564116191537585,0.00045975466568049775,0.00037513891821339097,0.00024661426500772045,0.0016125490624504016,0.00011061345620281785,0.0008957090605217707,9.098735933819539e-05,0.0003395911340420485,0.0016835533492619787,0.000248907483361907,0.00422810954527586,0.0008189400702923701,0.0005105290868796945,0.00044109115645982324,0.00013808439876727573,1.5013325212858249e-05,0.0028756114002587594,0.0007296354249540356,0.00017640744307608722,7.263138675794897e-05
0.0009604144449614304,0.0003718959809837017,0.0114547687875066,0.008864194086916655,0.002243896147546993,0.001827447713956873,0.0,0.0021218881496011,0.0007406784354141302,0.0002749453829127404,0.002260547599125367,0.0016221103611237196,7.388971866899404e-05,0.0004358183075798446,0.005515021436759087,0.009318056064086392,0.0007624948714917007,0.00011828226374930892,0.0021939855550672264,0.0020620581744775833,0.002168715582226122,0.0032365686570468,0.00020143297423562864,7.285661481368733e-05,6.746579413926714e-05,0.0003966166887477017,0.00032320173922529373,0.0010981927114191337,0.00020448117106799103,0.0017915250843650423,0.0009361079649008922,0.00011288008859207219,0.0019840092597532668,0.0028059887664561678,0.0016342330529091975,0.0011636950890258299,8.410357895740123e-05,0.00021784430632237293,7.97825893546689e-06,1.1287204065434927e-05,0.0032762172912711635,0.00020264249891986113,8.92909516070611e-07,8.181275518612186e-05,0.000248357685594538,0.00036024672086402867,0.00016729544244640002,0.00110242095681324,0.0008272249652022773,0.00021848077324321846,0.00016738335889245122,0.001610968021091151,3.866632596851929e-05,0.0009800198972777765,0.00011246181423137585,9.726768020053005e-05,0.0020523888215919646,0.00017942480595264942,0.004995541424810772,0.001581483855690339,0.0014268632876177111,0.00035438367263114474,0.00025578378059508004,6.010659595612573e-05,0.002204091755737655,0.0005637421080015566,0.00022937862839307341,7.680267100677517e-05
0.0005856818096046041,0.0003198495918495625,0.006936159628767044,0.005431677570355444,0.002329985548244853,0.0006576407925599767,0.00034651413796007524,0.0,0.00032770416589917196,0.00024774721858481234,0.0010345188272580157,0.0016274146024065643,0.00020488746465494883,0.0001339755813089498,0.0028288852160020866,0.012048305042942126,0.0003809929115260095,4.599312676086939e-05,0.0014506085899519442,0.000764336635597848,0.0006973304809591122,0.0035862746392980056,0.0001063814514610033,8.078622016230466e-05,6.765208268621197e-05,0.0001500147105126364,0.0003047690987233136,0.0017124442749614378,0.0002986600568774074,0.00017837403569535555,0.0003529342953514283,4.7303579982035865e-05,0.0011019890484693915,0.0008081762887659674,0.0005909689145430754,0.002053981608777207,0.00017625344800444135,0.0001054564996965088,3.1311548868298764e-05,1.5209839440119898e-05,0.003166107617349153,0.00030186384944703065,2.453135569847366e-05,3.458895353612095e-05,0.00014043727073586942,0.000122114547662928,0.0005307566292779718,0.0013574047018635339,0.0005201903476107275,0.0003368909252315617,6.976042129808513e-05,0.0017741663423105427,7.512910162121663e-05,0.000534709703771279,0.0008870918071550249,0.00012210213164501796,0.0026783540366509422,9.973425810895611e-05,0.004777669021523271,0.0004746310901392869,0.00048324159677947797,0.00021236374930019128,0.0003512589678994485,2.554597980170523e-05,0.0015297879873342455,0.0002091806717547928,0.0002709497880466281,5.688588377022231e-05
0.000809461184562853,0.00016851893050646974,0.008107269520958879,0.009447032740307136,0.0012211569401691293,0.0018080395825319424,0.0004137415309463946,0.0009636524565682396,0.0,0.00014223217452138945,0.0012301631823193862,0.0017776636730136542,0.00023114789317129036,0.0007485070549488296,0.005764966629113938,0.009395514849766525,0.00039018065079085904,8.642008561417011e-05,0.0005075506367288586,0.00043576609655674776,0.0017168483724598197,0.005289079107799952,0.00021829412290527955,8.239086872744189e-05,0.000138379757758439,0.0003383762579758504,0.0005226238304339806,0.001501004441367476,0.00021080550545614384,0.0011683068458450303,0.00014922588398871755,0.0002868280831513454,0.0018777877998749754,0.0029238148124526198,0.003376772915064713,0.003605072928673058,0.00016804280788719524,0.00024267879083237357,1.8293301425713117e-05,0.00012624711597137482,0.004063852649778248,0.0003591531031106602,4.008588306578194e-05,4.527992790021856e-05,0.0001351635390447852,0.00022897775350684234,0.0014103105757126391,0.004180264056476366,0.0006743999755177936,0.000337958749154362,0.00022416452042271705,0.0018053977545411774,3.0089329037860722e-05,0.0010022277779848474,0.0010106206297966149,0.00036780031474747813,0.004695873081601446,0.0005540045430796389,0.00642912994624202,0.0014792192731626133,0.0008597138400402264,0.00029008293718781953,0.00021321235712191427,3.796510269684944e-05,0.001954433196085247,0.0009339982336054682,0.00013406425811287456,0.00023723655043630267
0.00010876428293153191,0.00041379463424881134,0.009574311726118638,0.002382500558049704,0.002043192253949856,0.0019582888522333202,0.0003416998398481434,0.0021150441416535127,0.0009216454744327635,0.0,0.002278959385304527,0.0005178750819735522,0.000445594087858277,0.0002584804906126857,0.007794413354730354,0.015641117058349994,0.0003663898714046459,0.00010814062605307514,0.0012687834451862309,0.0015098939073346792,0.0023197416897543185,0.00354306417529628,0.00021450774320298026,0.0,5.1940465092718645e-05,0.00039098266682779497,0.00047923573609591805,0.0014609964498030386,0.002098686089622537,0.00036515385325720226,0.00044017945516883146,0.0003667230105626368,0.0018032244857984422,0.0011174060901967475,0.00026506630920992817,0.0036102834763250976,0.0002082709467955871,0.0001692922265659714,8.162926169871629e-05,2.3797146756245058e-05,0.0037857557801327124,0.0002190711124640386,2.9282970434133983e-05,0.00016023145229746732,6.628966973649707e-05,0.0002639083765473087,0.002187047577208692,0.0017210445595014052,0.00040258837823184385,0.00015580046129582643,4.6259783199198175e-05,0.0017725931509159798,1.2872035692806956e-05,0.000786602973258072,6.694285938986892e-05,0.0001981435488281297,0.0027681658871606045,0.0003886045387660797,0.006803703826380923,0.0012673577970783432,0.0004853108196020226,0.0002698521021358889,0.00029346677386180074,4.255658859639991e-05,0.0005866289999952392,0.0006312661855246844,7.256116934072e-05,0.00010036019431489414
0.0006121392865342607,0.00031513272854035205,0.011073120263644784,0.008659771268427012,0.002505698351998078,0.0008386178098495817,0.0003496528522440118,0.0014489970852267899,0.0005306010851050656,0.0003057863193889609,0.0,0.0010105401477212485,0.0002653738902403653,0.0003700606707035517,0.0063615563810860195,0.013794166819339137,0.0005968779410366169,0.00010098451796936181,0.0008152880027553859,0.001619771281881312,0.002220498347563042,0.004649690910852412,0.0001932918640534935,7.880466865501273e-05,5.6570452281661344e-05,0.0001949020164167165,0.000664108121017789,0.001531554234692839,0.0014932625879905059,0.0014032229711300479,0.000461963788778067,0.0003665415934427978,0.001210687526124929,0.00176566264948022,0.002954761782610762,0.001726106244610672,0.0002294171541213021,0.00026450651388544035,3.425164941771691e-05,0.00010848306146255648,0.004062540878492114,0.0005823825266408614,2.4323595369568266e-05,4.879786834595166e-05,0.0002663575161063728,0.00014822272888052713,0.0014395032341078158,0.0017976112039583408,0.0005155054197267602,0.0002645199613080191,0.00021652232123326273,0.0018274900853317766,0.00016262992133733205,0.00032649252030539296,0.00024384444976846922,0.00010515694986378263,0.004641717761627035,0.0004613437404322182,0.005690693634304078,0.0011227115005837994,0.0004938980445707288,0.0002259102869219251,0.00010494118910443995,0.00010015642244649747,0.0020081816847260492,0.000533744267303257,0.00023586288961057302,0.0001625988096867153
0.000490862716422609,0.0003164026632123794,0.01040045704740247,0.0026543976351784153,0.0013983115265980908,0.001119507530315071,0.00025557053174064527,0.00198383061018826,0.00058268728790897,0.0002478682837814888,0.0017489971035995595,0.0,0.0003038086339770908,0.00029072784344780396,0.004673162610484252,0.012202649684484453,0.0010884546680239129,0.00021250813047438824,0.0015720150656999962,0.0014416809962095824,0.001276716474456328,0.005028386792585615,0.00018098492873788776,9.440832482553377e-05,0.00010013719007312345,0.00040465323155899256,0.0006270274206343385,0.0008077564797538639,0.0015037949828944238,0.002314231695424184,0.000771079952135745,0.00037522560120230937,0.001498698648508055,0.0014997888238853325,0.0031310765945358715,0.0027204815934616282,0.00021738043863767155,0.00024300817554554714,2.5301744865560694e-05,0.00012969298646068933,0.003322323219178036,0.0006756582402254304,1.618989248036478e-05,9.730913437169023e-05,0.00015718452405595653,0.00030816535861849433,0.0007115471969296836,0.003969033797779261,0.0003123668252848308,0.0003004543447239758,0.00022553643866420108,0.001775289744254924,5.3306289029178074e-05,0.0005190992784394478,0.0005898238774481872,0.00023876241838532072,0.005404256629810932,0.00020496632057604604,0.004726793854015218,0.0006594693381922179,0.0012300050677182394,0.0002939750350400772,0.00011942626512361756,5.8010455597877704e-05,0.00270478095449416,0.0003033643898326864,0.0002705769648431242,0.0002035181659887297
0.0005125531139991893,0.0003873438151236896,0.010398515003635306,0.010381766635313112,0.0014290175746610638,0.0007406018632522792,0.00033181306438706336,0.0005999868759785695,0.00015958743153732125,9.566169395774193e-05,0.0007547610349379598,0.0009451338795196129,0.0,0.0004052908921999532,0.007076802566993466,0.005380251207306661,0.00017941471867763704,0.00032764004487235364,0.00022614654216734792,0.0015523345977527362,0.0017205429049499453,0.0036214308565319757,5.730835757681972e-05,9.856905430952938e-06,0.00019140525438655342,0.00025963519348721635,0.0006267258113814939,0.0008782356516701844,0.0007188404863958898,0.0009325654770824818,0.0008299092675476772,0.00022508193455662083,0.0006288103275049548,0.003194643845400347,0.0031732048533653387,0.0008694974334407198,0.00019076206060480145,0.00020681998234784463,0.0001369390326800605,0.00012513256330423336,0.0013212150004564321,0.00018714991158054958,1.9600811703044245e-05,3.6676424490424594e-05,0.00013760212397489428,8.612061065542942e-05,0.003091660304863661,0.0053459579388643475,0.00021323478571473,0.0007117563369386057,0.00028457196019847836,0.0018091125799772649,5.8822059516281064e-05,0.0009524796874187299,0.0003648072897034421,0.0005059209763949552,0.004084689791098422,0.0002244544160130834,0.006315564700640884,0.0016000158597376398,0.0005774515491251056,0.0005312581334387434,9.832131412641761e-05,4.5896246127162016e-05,0.00045012443287204847,0.000943571050105786,0.0002260369609748102,6.585650854475402e-05
0.0006018020380378985,0.0003627573550036149,0.007642315419214417,0.005231473730072684,0.0018215755241245695,0.003292278164924406,0.00010880838525316499,0.0006778771006091761,0.0004623206434432565,5.9769857664066025e-05,0.0016199350744281304,0.0018245291293880733,0.00020524579724328962,0.0,0.007059397186575521,0.009476126371398432,0.0011312921447309313,0.00018283958721466355,0.0009198957962700418,0.0006478511240534258,0.001505995407778209,0.004289276503030533,0.00022306244914588547,1.1862482690260118e-05,7.43160210692649e-05,0.00027573589305591155,0.0006457647406469079,0.0016078440241314555,0.0002890676961056543,0.0021400622064773668,0.00031732913089481656,0.0003173806111899205,0.001947670574304403,0.0022192898489802214,0.0034796672475330415,0.002485426762578061,7.939789272289386e-05,0.00016472337986249647,3.3923854411641644e-05,0.00010164675859865169,0.003628240965309988,0.00021543015476828146,8.387331805150019e-06,5.460815264714065e-05,0.0003297663691612409,0.0001184375154593973,0.0006141277293832464,0.0053800661195036095,0.0003963179767640366,0.00026011604672423506,0.00031010688413938404,0.0011714948033629063,3.155713231452858e-05,0.000990062515218741,0.00013752150036184656,0.0001693700560971649,0.00432854348942015,0.00030148932774393773,0.004787141913896717,0.00146639173131295,0.000525951678029659,0.0003937673193472067,0.00011704815372695968,1.606455873606775e-05,0.0021247818714526783,0.0006223280006481143,0.00044127164524470795,6.258507026819965e-05
0.0002931434357633935,0.000304335450498095,0.009636503108827915,0.010757017788483656,0.0022664540087978515,0.0011353535671523314,0.0003446976951246251,0.0011224369481430635,0.00039595899374165967,0.00016792388661769197,0.001217681999590594,0.0013532431991406457,0.00019928101468356344,0.0004231668018852973,0.0,0.009736805818113028,0.0005159548930760868,0.00012175409262211011,0.0005257766906450062,0.0005062952509012678,0.0015882922914809607,0.0045652681985418565,0.00011492781131393226,7.980625588347695e-05,2.386946364277824e-05,0.00022074942815878982,0.0005528314456513366,0.0013568666181368232,0.00038825860726437436,0.0006878515186248828,0.0010067512857583484,0.000386564141461489,0.0020351893405466314,0.002380247496471403,0.0034540846609025355,0.003953517406876923,0.00020662732877009483,0.0002477617862151614,5.500857870582079e-05,8.437597375074053e-05,0.003667069088469294,0.00047662883805848274,1.0946583975093193e-05,0.00017908764870392234,0.0002309834967225648,0.0002461084958240766,0.0016176994571042702,0.005597030690187593,0.00026691865014792806,0.0004356209708486931,0.00018315241082054572,0.0017299936363822644,5.655056818398841e-05,0.0007367061776635654,0.00021669398399272634,0.0005869805547363682,0.005410755434988118,0.00041981213873359757,0.006893373426348856,0.0015761465773562163,0.0004444930673224866,0.00029959255758556046,0.00014783446050441673,0.00016489558160352193,0.0010108292003823702,0.0010599013531050739,0.00018081414027503858,0.00023593920380475034
0.0007343354056911066,0.0003279889129778319,0.008547825698067722,0.009182077683491602,0.0014463791497500733,0.000762929065955748,0.0003034612887171041,0.0007773777376036899,0.0004851677570791419,0.00019343445446508387,0.0013834478861643883,0.0013553097787423723,0.0002464784959995139,0.0002005364701406357,0.004715528308238053,0.0,0.0004942679818444648,7.973389285746247e-05,0.002152232861758874,0.0014653274598948809,0.0008093782951007625,0.005047084835073234,0.0001562332872358627,9.719216731767194e-05,6.910051356298835e-05,0.00016058392453666603,0.0005933321006835102,0.0017339694877808029,0.00028583452333936956,0.0012440465486297804,0.0009041454880452693,0.00025707801463160224,0.0012975120164812346,0.0010757205161623618,0.0032707996876774254,0.002194615765526725,0.0002017186682258364,0.0002357074780849464,7.180497010876321e-05,4.5772380831328246e-05,0.003727164834470212,0.00046672437128035446,3.360090016899591e-05,6.104329366279203e-05,0.0002475147109422533,0.00018932291925493805,0.0019731999652705177,0.002344370302848827,0.000431942841983878,0.0002166002078298172,0.0001584035119886125,0.001343421335934999,8.793939319287489e-05,0.0003613430672755033,0.00034094039324654847,0.00010725140945801686,0.0041588756290105,0.00018243211688087778,0.0030489394168313425,0.0004432594175599674,0.0008070508471674764,0.0001686278547721059,8.41153170105947e-05,4.085389091611657e-05,0.0015443219447546586,0.00018850779529109616,0.00018054814672834678,6.226985056451965e-05
0.0006357237076997202,0.0003952650280425781,0.010618574349912167,0.002834984027713859,0.0011057079382845154,0.0011142292987965541,0.00022966798334596677,0.0009996724181176562,0.0006042703270297075,0.00046358222803814884,0.0018620756685779024,0.001362748962798078,9.760590659655174e-05,0.00033987318594647033,0.008816210602484203,0.007509226612173921,0.0,0.0003070295873838548,0.002987614062693805,0.0016224410213790308,0.002326902959211625,0.003993871620596073,7.314729802113928e-05,7.19274320270054e-05,5.6330608119870816e-05,0.00010522643536952351,0.0005049210177994897,0.0016092316103557712,0.000972323540786983,0.0010486179788892474,0.0005977856345880254,0.000193219098632601,0.0017319622733806838,0.002523358309377295,0.001065819140321502,0.0023140156540996243,0.00014893247192144268,0.00025960469227481514,6.640861806113445e-05,5.416906581548211e-05,0.004254437433122421,0.00022570664622446394,3.38681090055677e-05,7.834778871208334e-05,0.00020873550145260366,0.0002627485767144788,0.0014143469577813182,0.0012581420245875929,0.0005005359271445218,0.0004145435232638387,0.0002072743177204956,0.001616751209614862,4.1157636163006035e-05,0.0009186909992088365,0.000430527279399477,0.00039501577253135673,0.0041375462973159095,0.0005126595938720101,0.006577491084129407,0.0007145038749916476,0.0011579933347961007,0.0001977826977192939,8.622551486179383e-05,5.964663819814155e-05,0.0013300061419471965,0.0006517493011750046,0.00022424662167791246,0.0001820270586518659
0.00046479913241068263,0.0003003766513627128,0.004203632353738806,0.0037560288802382094,0.001245983367793343,0.0011482717050108218,0.0002326493971228693,0.0010609322339358246,0.0004046077740637546,0.00017502353705897217,0.0021959491762866628,0.0014211712080926637,0.00015364510365175853,0.0005322794504865607,0.005296193902270339,0.013838640275047902,0.00016593071180801455,0.0,0.0006566658009652363,0.0014566325274882083,0.00032043442906695056,0.0046216522205905705,0.00014142215268420256,2.3806496689825386e-05,5.884078127034828e-05,0.00023680180324187592,0.0005412910713260237,0.001601266727076313,0.00024512969943464536,0.0016577660622626618,0.0010810983286997937,0.00030382048829144054,0.0008118910277430813,0.001951352873425622,0.0023662292068324484,0.002298644277607618,0.00021628392023610217,0.00027047677844627306,6.049004706303461e-05,5.71593528405772e-05,0.0024065589755371234,0.0002590943793642455,1.9005287215794952e-05,7.589194844009492e-05,0.00036397404240130364,9.447368332955097e-05,0.002085005580993205,0.0031488783607922424,0.000344229006221688,0.000960089018830646,0.00010669277932159897,0.0016577498092959263,3.21075241600597e-05,0.0008791476560686461,0.00075546852732471,0.0004022962881396578,0.002495639709937858,0.00017267052478989983,0.00439075736726796,0.00042748818663082116,0.0007287673315421444,0.00017711398354776123,0.00011716389726896048,2.0304427614446437e-05,0.002249805703625035,0.0005399488496182138,0.000247479791788284,0.00010239533671975298
0.0007687655885290939,0.00026783143923323984,0.010967191599521284,0.00976741485866796,0.0021869874258938393,0.0011736337887537443,0.00039986694717283807,0.0016001454289182476,0.00029821745936941434,6.673692861769589e-05,0.00040728408923611703,0.00047818888907243996,0.00013574774387956867,0.0002129551612278156,0.0071662428360824,0.009146370387430349,0.0003462756173049944,0.00027323195071943636,0.0,0.001973059973676274,0.0009556815088708052,0.005186200243836294,0.0001339351874443863,3.2951248305598275e-05,8.291154469388763e-05,0.00011816271548430545,0.0006456092065209139,0.0018021550166783375,0.0003230084853187396,0.0017456892286482576,0.000794943807807404,0.0002797114192007105,0.002388245561090996,0.0018852706437064266,0.0029881258883135437,0.0033033265014487186,0.0001257341666587511,0.00019791010126258895,7.34414255315801e-06,2.132082291100195e-05,0.003997121725129305,0.00021743625576536936,3.3664413571797165e-05,3.6238670409786314e-05,5.003587153381277e-05,9.814573320534315e-05,0.0008647638336657084,0.005047175659668868,0.0001197091470886943,0.00019673555513908495,0.00029984975277170313,0.001674350271027767,0.0001512934755502516,0.0006948331589902031,0.0007420558167841276,0.00025434070094871095,0.0028491665292312276,0.0001877714795424582,0.0064967114541739914,0.0013516716122231017,0.0005799463132256774,0.0003770741755698721,0.0004548038324672792,0.0001023393508625411,0.001432816834378089,0.0006067480922621112,0.00038450887486713266,0.00026980927984227287
