0.000000000000000000e+00,2.506365699947116082e+04,1.595431174673479745e+03,6.138181968083288666e+03,2.478852916880798887e+02,7.896330797813117215e+02,1.211358938890324026e+02,1.771803479395977661e+02,1.080864323566398980e+03,6.936703462807754477e+03,5.445209398962196019e+02,1.713979331131419940e+03,1.521540174096515784e+03,1.326649044936249265e+05,7.605098007378574039e+02,3.323089451030527562e+04,4.385051959778754281e+03,1.101022921696547564e+05,2.192847687400873838e+03,2.752962842309870757e+04,9.601810692808408930e+03,7.984263690501508245e+04,4.793099080604068149e+03,1.978078978084895425e+04,5.013971705445903353e+03,9.211280395509363734e+04,2.505706817954815961e+03,2.307086208289255592e+04,1.306319054133178724e+03,4.729833332135942328e+03,6.476690535188089370e+02,1.099583915747151423e+03,3.608093482848879830e+03,2.632919214001146029e+05,1.802617125582838298e+03,6.590516225993857370e+04,8.469276473397236259e+03,1.020114211646503536e+05,4.224291299120875919e+03,2.534543641983205816e+04,3.484493428543375558e+03,2.133221808798013444e+04,1.741165735813008951e+03,5.239853706607927052e+03,9.131592207420908380e+03,1.088201988735808118e+05,4.547767070549393793e+03,2.694356686239025294e+04,2.569734121917274024e+03,2.510128405022273364e+04,1.277644950909426598e+03,6.188243999862705095e+03,2.013152631711773893e+03,1.199849317032217550e+04,9.987068604042808602e+02,2.901591459230754026e+03,5.362102186555504886e+03,4.924784217727433861e+04,2.693108403038637334e+03,1.220024734225738575e+04,6.230774153338840733e+03,1.052512560931712069e+05,3.114907752439009528e+03,2.620138960428314022e+04,1.364805420490358301e+03,6.257937944789162430e+03,6.682059516799520225e+02,1.450435518438733652e+03
1.097195419469905346e+03,0.000000000000000000e+00,5.422339424483341190e+02,5.212831447640111037e+03,1.245718357474886488e+03,4.104782512680529180e+03,6.193169193806787689e+02,9.426068014773613868e+02,8.490387509630396380e+03,5.831617192544253339e+04,4.233861500566680661e+03,1.431494204779190295e+04,3.911483028923637903e+03,8.095343433207120688e+04,1.951327359411628777e+03,2.027701457587154800e+04,8.122923772762200315e+03,3.301929676001179032e+05,4.061238671578147205e+03,8.257687465504818829e+04,3.100856021062592845e+04,5.042631796343746246e+05,1.551338806400725662e+04,1.256571836396100261e+05,3.625021981103981670e+04,5.327696660380534595e+05,1.811296602859250925e+04,1.326201009033891023e+05,1.999685912007593515e+03,1.060130548781101425e+04,9.901385855871486683e+02,2.550959113943787997e+03,1.053493463435754529e+04,2.549364234409334313e+05,5.249525634955744863e+03,6.397149479282343964e+04,8.487995668249384835e+03,8.997189056498419086e+04,4.244534086494547410e+03,2.229114943507225325e+04,4.079245578197675968e+03,1.351318764845251571e+05,2.032595187405123852e+03,3.382964044746746367e+04,7.051171970513684755e+03,5.720023200581866695e+04,3.521195708303283027e+03,1.419350236227414825e+04,5.136671607165864771e+03,3.490251921062285692e+04,2.543628034960949208e+03,8.448984623569969699e+03,4.087434298557611328e+03,2.512192954398104484e+04,2.023443815969431398e+03,6.087906701898631582e+03,1.551537349945251481e+04,1.389709702856637305e+05,7.718459733615655750e+03,3.431158550560493313e+04,5.328245856151581393e+03,1.736613594830034417e+05,2.650232657714516790e+03,4.350193985918555700e+04,9.316533371697105395e+02,3.279511480788350582e+03,4.525740916988831373e+02,7.271355862444676177e+02
4.845371573337288282e+03,2.761370692123637491e+04,0.000000000000000000e+00,6.682590525062640154e+03,5.882852245394952888e+02,1.887860613294841642e+03,2.844535446839385600e+02,4.262053791485070064e+02,4.519667709445487162e+03,1.137944616872391816e+04,2.247831286401593843e+03,2.643362757569561381e+03,1.305296352636027041e+04,1.332308877804786607e+05,6.542859270110557190e+03,3.327911867823822831e+04,1.358613676141840551e+04,5.855754062661110656e+05,6.816901063226470797e+03,1.465596298516282986e+05,3.430119559863075847e+04,5.301602030807815026e+05,1.712738197261744062e+04,1.318681114316279709e+05,4.717097777945680718e+04,4.875573408020051429e+05,2.356909747498953948e+04,1.209309060834006814e+05,2.050305019072917275e+03,1.514253235523831427e+04,1.011937920649333705e+03,3.707510825932839452e+03,1.033797550551235872e+04,4.548743600391268847e+05,5.180872205720046622e+03,1.139326750773892127e+05,1.051561807059012790e+04,6.713161580735669122e+04,5.244332908292533830e+03,1.637937403051745241e+04,6.517346229160086295e+03,7.696740541055271751e+04,3.254735512535849921e+03,1.915156696274553906e+04,1.323319388826210525e+04,3.301140251730278251e+05,6.612828124107577423e+03,8.240470667613769183e+04,3.988046690604241121e+03,1.530666100390692009e+04,1.981699508228673949e+03,3.612557946363773226e+03,5.412432272607078630e+03,2.233292868527986866e+04,2.680899135920826211e+03,5.314798768149714306e+03,9.778328699082076128e+03,9.160320671548040991e+04,4.874604309973741692e+03,2.263622029547137936e+04,2.634626775999058373e+04,5.262026751500592800e+05,1.317232837753452259e+04,1.312811965373654384e+05,5.952402395033439007e+02,6.393642077475591577e+03,3.014119537996120357e+02,1.603703551478759209e+03
8.281899162996503492e+02,1.142862301733434833e+04,4.160630646858738828e+02,0.000000000000000000e+00,4.780988067546754223e+02,1.679782416008311657e+03,2.370317792909923185e+02,3.913400843809585012e+02,3.513787386156155208e+03,4.172865865710730577e+04,1.758275704563492127e+03,1.036287605941324000e+04,5.496430829642707067e+03,9.260159045809773670e+04,2.747408252895395435e+03,2.313227923267469305e+04,2.123145660653160576e+03,2.646949075198218925e+05,1.063211690498714006e+03,6.610699577328165469e+04,8.654217085672886242e+03,3.313258760975001496e+04,4.315375285542250822e+03,8.148974461271132895e+03,1.624777900754475195e+04,1.331942740759137378e+05,8.117899872511095055e+03,3.292278867892004928e+04,2.479993212547619805e+03,1.036906208941842124e+04,1.222369507381235508e+03,2.403355979039052727e+03,1.439764863872768274e+03,8.746718270002654754e+04,7.211342147608861524e+02,2.179019807815633612e+04,2.028405421975281570e+03,3.215335128324580728e+04,1.013670758384432816e+03,8.033268574692363472e+03,4.046989695769173068e+03,1.231250785446937371e+05,2.018305388843087030e+03,3.074205792276034481e+04,9.681790063750357149e+03,2.850533242274212535e+05,4.830684412242919279e+03,7.128129676630395988e+04,7.343659174324182459e+03,5.921357925371824967e+04,3.651852951389158989e+03,1.453881400825753371e+04,4.272740596033149814e+03,2.861325454997931956e+04,2.127355606669872486e+03,7.003024211145525442e+03,1.055540765590772753e+04,1.413415186881682312e+05,5.268356383293274121e+03,3.511358902666500217e+04,1.154266984368377234e+04,2.084476256713203038e+05,5.768673974603588249e+03,5.196093295847836998e+04,1.083681476907001525e+03,2.597640274583276550e+03,5.276287986001084391e+02,5.571476711241303974e+02
1.263709741756536914e+03,1.018385691278705599e+04,6.282544471827281996e+02,2.511254605892111158e+03,0.000000000000000000e+00,9.526958114885917439e+02,1.374347326929390647e+02,2.091858828963557642e+02,2.778747448170880489e+03,2.078427492685638208e+04,1.383506030422352751e+03,5.077253275055985796e+03,2.606198407873791439e+03,3.635586508152386523e+04,1.300426052047440407e+03,9.024644134724581818e+03,3.079282008697634865e+03,5.771402477935505158e+04,1.547533793696368093e+03,1.439081011845417015e+04,1.531038619834067731e+03,3.398196211941795627e+04,7.698298318678711212e+02,8.484052932348366085e+03,1.804070088664043942e+04,2.341295529866862053e+05,9.017968701686828354e+03,5.820930816283143213e+04,1.100229186603926109e+03,5.635181975154868269e+03,5.420799627370629423e+02,1.349683122999670786e+03,2.880260266748558934e+03,4.653196219808907335e+04,1.440494087315332763e+03,1.163804182022459645e+04,1.695716213420958411e+03,1.754259292545549397e+04,8.487617378135834088e+02,4.350066266956242544e+03,1.161502749125095988e+03,1.217378993094327961e+04,5.788368915283617753e+02,3.032529682550516554e+03,4.145602911771554318e+03,4.036651032244622183e+04,2.065465630376083936e+03,9.958966348417303379e+03,2.590484534630003509e+03,1.710471238025294952e+04,1.290121722209936252e+03,4.162413151145260599e+03,6.539881062227095754e+02,4.285982163667091299e+03,3.247195175409449348e+02,1.044517047982871418e+03,1.359556094237831758e+03,4.269283515525142866e+04,6.805391946850684235e+02,1.070636409390974222e+04,3.429481874585709647e+03,8.197153978170912887e+04,1.714188917630704054e+03,2.048073781492401758e+04,3.711257275943561922e+02,1.514248434778592582e+03,1.784532564349703989e+02,3.489745581835088615e+02
1.085065959042256964e+03,7.733638962448939310e+03,5.353924114259615408e+02,1.894226817950095892e+03,4.451550584347799031e+02,0.000000000000000000e+00,2.197286107569539979e+02,3.944312130960547051e+02,3.681171516887192752e+02,9.422396856082660861e+02,1.850755222685903618e+02,2.601156203192595058e+02,2.734945747800970821e+03,5.935448153415710112e+04,1.368583126768364309e+03,1.485819209330505146e+04,5.460146962932938550e+03,1.509423692507390806e+05,2.736105212031561223e+03,3.771572414133216807e+04,6.078247112596262923e+03,8.452074512009911996e+04,3.035535637183037124e+03,2.103338756483903489e+04,2.779719522196022353e+03,3.580092488583795057e+04,1.378311410224692281e+03,9.023355017787980614e+03,7.466412070661020834e+02,3.601702440843310796e+03,3.663229261331689486e+02,8.348849927405015023e+02,8.077870767915483157e+02,6.702546213752220501e+04,4.005741943221845531e+02,1.673097430888499002e+04,2.900078704794610530e+03,3.798030651599492558e+04,1.446005384760650031e+03,9.456506749011465217e+03,2.903420081386765105e+03,3.055339887538484982e+04,1.454734710485094411e+03,7.616950225773724924e+03,3.061159408762844123e+03,1.203921857024840574e+05,1.522336708211811583e+03,3.011382080497355855e+04,2.701330477971910568e+03,2.139663577287884618e+04,1.338282562529768484e+03,5.244747367105252124e+03,5.378919722188177275e+02,3.424188260698592785e+03,2.694639268518591848e+02,8.490087873645874197e+02,3.445658761371484161e+03,5.390942200326063903e+04,1.721915430616880712e+03,1.343989638304378786e+04,2.100226025405271866e+04,3.587069204168054857e+05,1.049279351093767764e+04,8.935197799594378739e+04,1.121576391726091089e+02,3.397251261600259227e+02,4.952633069038184033e+01,1.109090233975553303e+02
1.319378308551127475e+03,1.000430891353273546e+04,6.536046191177214268e+02,2.500508913484954974e+03,9.680778238250238701e+02,3.209903359032613935e+03,0.000000000000000000e+00,7.274174637197185120e+02,3.160215498847460367e+03,2.588287952745241637e+04,1.578960272235292678e+03,6.366101875511367325e+03,8.426344736281575024e+03,6.977566328539184178e+04,4.214108248713894682e+03,1.728738329549393166e+04,1.022114812719559995e+04,1.681715464465975238e+05,5.118397687989160659e+03,4.212516733966587344e+04,7.289927021490410880e+03,9.981788720233245112e+04,3.642394816116649054e+03,2.488536452627815379e+04,4.965886974271077634e+03,1.706153426216650987e+05,2.468569472585068524e+03,4.289037140195701795e+04,1.798440665573815068e+03,1.009963996162423791e+04,8.919366393378919611e+02,2.463058988094659526e+03,2.369284467625795060e+03,3.947087462145441095e+05,1.175993129551697393e+03,9.874630335114803165e+04,4.540000741345134884e+03,5.339570165632325370e+04,2.271154799308001202e+03,1.335877213575057067e+04,2.275007566918090561e+03,1.006044722206246370e+05,1.120401997857027254e+03,2.526347696159022234e+04,7.127671090494023701e+03,7.465451448908868770e+04,3.554763286150137901e+03,1.855498121558060666e+04,4.219435223987220525e+03,3.539361190025956603e+04,2.099417728597748919e+03,8.700252754751089014e+03,1.588333128910255027e+03,1.316334647231292547e+04,7.778434998179142212e+02,3.228089730670406425e+03,7.518039303561599809e+03,5.444664441648517823e+04,3.749191468134124534e+03,1.334542124224463623e+04,1.096004278828107999e+04,1.268252101580781309e+05,5.493288001556077688e+03,3.159401796098798150e+04,9.938379550318309157e+02,4.082889316417476039e+03,4.879520876662393789e+02,9.463892895555875384e+02
2.055026394304437417e+03,1.757605506890743709e+04,1.017018944429427734e+03,4.338309595594611892e+03,9.817603366234404803e+02,2.740192451956747391e+03,4.739673202088266066e+02,0.000000000000000000e+00,5.858503994118411356e+03,5.426983774895920942e+04,2.928183630558939967e+03,1.339542251178923652e+04,5.004218629375246564e+03,2.885519062715267137e+04,2.501144232758590988e+03,7.275402863756052284e+03,1.072852932704878640e+03,5.596412719180247223e+04,5.338017831754173130e+02,1.401199408863117969e+04,3.397213124245914514e+03,1.397226892741427582e+04,1.703413547483638240e+03,3.396932364594895262e+03,1.026976240089185740e+04,7.297550244247489900e+04,5.108237666771539807e+03,1.779312428145011654e+04,2.930719747250196178e+03,1.512424098219986627e+04,1.446027280647736006e+03,3.613359690275209687e+03,5.266363575971944556e+03,7.164611227388752741e+04,2.634553857398447690e+03,1.788077862840777743e+04,3.895700944694017380e+03,6.724630775123332569e+04,1.947519388626765476e+03,1.673832858055460747e+04,2.423341076181442077e+03,9.442603740392852342e+04,1.201771517722045246e+03,2.367190555852508624e+04,2.969387844443206632e+03,4.010154629528755322e+04,1.488562596908774594e+03,9.942731644070747279e+03,6.165251314179337896e+03,4.481700242760755646e+04,3.072680334693464829e+03,1.097627049873284341e+04,1.334719361629465084e+03,6.444992219755665246e+03,6.639130164869849295e+02,1.558589756192898221e+03,6.112345091065487395e+03,9.279456051768684119e+04,3.049857624540949928e+03,2.308960599170221758e+04,3.141104645153266119e+03,4.146433973751280428e+04,1.555565574082101193e+03,1.027514877528782745e+04,1.040798491553097392e+03,3.592572204296523523e+03,5.122273503702210746e+02,8.220390190927870435e+02
3.015406907636191136e+03,2.230026109291506509e+04,1.490244606475768251e+03,5.494524745299280767e+03,4.285356525022045275e+02,1.817190352027319705e+03,2.103767732614730619e+02,4.208283271336210305e+02,0.000000000000000000e+00,2.784081316223789690e+04,1.723131281669565169e+03,6.884081631782430122e+03,6.019124160679350098e+03,8.665380598413260304e+04,3.003492048167007397e+03,2.162448113919472962e+04,4.246894413835095293e+03,2.166925874903898512e+05,2.130523900347450308e+03,5.423320992678804760e+04,7.412110206432837003e+03,4.532971671000780771e+04,3.705794634891150054e+03,1.130111443899466030e+04,4.591906556050111249e+03,2.306938395062447307e+04,2.287985301245696519e+03,5.551341033391432575e+03,9.104697564973745330e+02,8.165376410335724358e+03,4.545674678598514902e+02,2.054603720334396257e+03,2.519452559146215663e+03,2.379646998067667664e+04,1.261371778655234721e+03,5.946153560542683408e+03,5.007303288393259209e+03,7.892674453300287132e+04,2.507210365077117331e+03,1.970029076390060436e+04,1.809348149832360832e+03,7.680730112137664037e+03,9.011695041988150479e+02,1.932331237956089808e+03,1.082135211130979224e+04,8.493064766961579153e+04,5.395516048287125159e+03,2.084167006488275729e+04,3.089935657735330551e+03,2.368165272437356180e+04,1.536868727717045203e+03,5.839438401396710105e+03,1.818475434159501447e+03,9.910112431035162444e+03,9.008447143567171906e+02,2.410444341556492873e+03,2.892717720092941363e+03,3.786090901683497941e+04,1.439347270102942502e+03,9.447826714968012311e+03,1.059236989273742074e+04,1.948611169635279512e+05,5.301710454767001465e+03,4.861555946035575471e+04,2.998762594399096088e+03,1.050101769307846916e+04,1.475569486409591718e+03,2.389383477175693315e+03
3.052752743128917245e+03,3.926103572338732920e+04,1.517969084117832153e+03,9.762156148958501944e+03,1.106697707080235887e+03,3.462262275503715045e+03,5.350368253977709401e+02,7.668584568895983011e+02,1.728513937645448095e+03,0.000000000000000000e+00,8.663639685740967025e+02,7.367545974697735801e+03,1.704137088408955378e+03,1.042354312544000713e+05,8.577609314382095818e+02,2.592208187121708397e+04,7.239863351997394602e+03,1.753961187623452570e+05,3.620114247424946825e+03,4.387538385465369356e+04,7.675023035186273773e+03,6.831203499199611542e+04,3.827749584632814731e+03,1.697621212911330804e+04,1.980068921581347968e+04,8.891115858374633535e+04,9.875674781105806687e+03,2.295109041015666662e+04,8.236109597371783821e+03,4.736387419192148809e+04,4.076833519426610565e+03,1.139502406831352164e+04,8.850172768510703463e+03,5.837731515396086033e+05,4.441121986941638170e+03,1.460291870597217057e+05,5.188352738216504804e+03,9.350991750380936719e+04,2.595200441904130003e+03,2.337751583328329070e+04,4.372283288354362412e+03,1.467640632941852091e+05,2.197708004680480826e+03,3.671239929597115406e+04,1.395450860916821875e+04,1.208350820566637412e+05,6.948304493463394465e+03,2.972076281617256973e+04,2.389544874794286898e+03,2.903860052012742744e+04,1.191883444268631820e+03,7.325244806116841573e+03,1.472490643624707900e+03,1.311061816323226594e+04,7.098652068280609910e+02,3.192290635881856815e+03,9.130638654603721079e+03,1.031706505506903050e+05,4.552042173156559329e+03,2.562705770520573060e+04,7.452730245380377710e+03,1.175131390590641095e+05,3.726058934823862273e+03,2.927306143733303907e+04,2.094055046653370937e+03,9.467394782897015830e+03,1.029312645528505527e+03,2.225495436120314935e+03
